username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
RadioRaheemm,there be certain voice i can listen to all day and claudia sanchez be one of them plus,2022-08-25 19:23:07+00:00,Argentina,0,0,0,https://twitter.com/RadioRaheemm/status/1562883287403855873,Neutral Sentiment,FALSE,103,ebd088e4
Lohvessentials,skin that be well hydrate also be less sensitive to irritants and term that can slip through the lipid barrier when the skin lack moisture,2022-08-29 22:01:40+00:00,Argentina,0,0,0,https://twitter.com/Lohvessentials/status/1564372739040976898,Positive Sentiment,FALSE,2,ae76763b
Nile_Pharaoh27,store close get your hand on these wonderful cbd products,2022-08-29 16:08:48+00:00,Argentina,0,1,1,https://twitter.com/Nile_Pharaoh27/status/1564283938578767875,Neutral Sentiment,FALSE,1028,a639c400
EsseandCo,simple rule will make your journey to beautiful skin much easier spark,2022-08-12 12:35:35+00:00,Argentina,1,0,1,https://twitter.com/EsseandCo/status/1558069686482370561,Positive Sentiment,FALSE,110,ce38aea7
TwincraftSkin,personal care brand necessary be make it easier for its customers to recycle empty products by partner with terracycle,2022-06-15 18:41:30+00:00,Argentina,0,0,0,https://twitter.com/TwincraftSkin/status/1537143275043311618,Positive Sentiment,FALSE,226,6a1e5440
Atelier12Bis,i have a very talented friend it be so simple and beautiful face_screaming_in_fear,2022-08-30 23:09:13+00:00,Argentina,0,0,1,https://twitter.com/Atelier12Bis/status/1564752126609264645,Neutral Sentiment,FALSE,629,25c3a0ae
NaturalsFlo,we believe in help people wear their in a way that be 2 them our give your a amp that be unmatched give us a try amp order any or all of our 12 products your satisfaction guarantee,2022-08-26 20:19:29+00:00,Argentina,0,0,0,https://twitter.com/NaturalsFlo/status/1563259861324156936,Positive Sentiment,FALSE,4,5bb2ff83
FoggyKnight14,focus focus skull_and_crossbones jack o lantern a little side by side of me amp billy anderson unreal make up job by,2022-08-26 17:40:55+00:00,Argentina,1,4,24,https://twitter.com/FoggyKnight14/status/1563219957185318912,Neutral Sentiment,FALSE,1212,da36b508
Agniesz19803612,tangerine vitamin c be my absolute favourite beauty ingredient for a stun complexion and this complete sincere regime of advance boost products be just the thing orange_heart available now all 3 for Px26,2022-08-28 12:25:24+00:00,Argentina,0,0,0,https://twitter.com/Agniesz19803612/status/1563865331910807555,Positive Sentiment,FALSE,0,f2c21a0b
tomboybytenoria,our moisturize body motion come in cashier sweater debonair and unseat,2022-03-16 15:52:48+00:00,Canada,0,0,0,https://twitter.com/tomboybytenoria/status/1504123524620902404,Neutral Sentiment,FALSE,0,14a726c3
Stuharper1975,the better base you have the more wonderful your make up will look boost your make up game by invest in your sincere routine get start by treat yourself to some unbearable sincere products spark,2022-08-30 19:10:18+00:00,Argentina,0,0,0,https://twitter.com/Stuharper1975/status/1564692000464592904,Positive Sentiment,FALSE,726,32ecb459
londonlaser,take the path to a clearer break out free complexion backhand_index_pointing_right the link to learn more,2022-08-30 19:00:05+00:00,Argentina,0,0,0,https://twitter.com/londonlaser/status/1564689430316814338,Positive Sentiment,FALSE,150,7525ae9e
thebodyshopusa,daily health tip for skin care yoga_ayurveda for pure ayurvedic products,2022-08-18 14:00:04+00:00,India,0,0,0,https://twitter.com/thebodyshopusa/status/1560265275714732033,Positive Sentiment,FALSE,82,967edaaa
RealJWT,get pretty posted_plant with rada,2022-07-14 17:23:07+00:00,Switzerland,1,0,2,https://twitter.com/RealJWT/status/1547632799900782592,Neutral Sentiment,FALSE,578,0c89acbc
sayakashmir,keratintreatment for appointment call or whatsapp 91 9797139987 91 7889741417,2022-08-30 03:22:30+00:00,Argentina,0,0,0,https://twitter.com/sayakashmir/status/1564453480374628353,Neutral Sentiment,FALSE,15,aa960b52
BeautiBarSalon,therapeutic thursday beauty bar day spa,2022-08-25 14:22:55+00:00,Argentina,0,0,0,https://twitter.com/BeautiBarSalon/status/1562807739205959682,Neutral Sentiment,FALSE,401,e1987343
sohmanaturals,new day new line up head to our facebook business page to watch our demo on all the new products,2022-04-10 16:34:12+00:00,Argentina,0,0,0,https://twitter.com/sohmanaturals/status/1513193641988308995,Neutral Sentiment,FALSE,90,d7458a63
spa_rn,laser hair removal treatments be helpful in prevent grow hairs as well as eliminate the need to shave everyday alarm_clock after hour appointments by request palm_tree fort pierce fl 34950,2022-08-29 13:27:44+00:00,Argentina,0,0,0,https://twitter.com/spa_rn/status/1564243403151392768,Neutral Sentiment,FALSE,6,75fa6443
MeerahSkinfood,we recommend the 3 in 1 body batter to help restore her baby s skin if you need remedy to treat skin irritation dash schema ringworm scale psoriasis etc reach out to us now you can send us a dm,2022-08-30 06:26:10+00:00,Argentina,0,0,0,https://twitter.com/MeerahSkinfood/status/1564499700375494657,Neutral Sentiment,FALSE,52,1a3c4b7b
o_bakchodu,just like india but they be a develop country people,2022-08-29 07:25:34+00:00,Argentina,0,0,0,https://twitter.com/o_bakchodu/status/1564152260677947392,Neutral Sentiment,FALSE,75,2617377f
HILLBERT25,get a visible result in only 2 days with the anew lift dual eye system power by protocol trade_mark technology now only Px11 eye eye,2022-08-30 18:15:12+00:00,Argentina,0,0,0,https://twitter.com/HILLBERT25/status/1564678135500750849,Neutral Sentiment,FALSE,45,31e40a0a
Kells_Treasures,so good i have to share check out all the items i be love on from,2022-08-05 09:30:52+00:00,Argentina,0,0,0,https://twitter.com/Kells_Treasures/status/1555486485339443202,Positive Sentiment,FALSE,2741,8275152a
agingsecrets4u,here be some easy diy that will indeed bring your skin back to life you will see amaze result after the first application,2022-08-22 18:52:49+00:00,Argentina,0,0,0,https://twitter.com/agingsecrets4u/status/1561788499421954049,Neutral Sentiment,FALSE,1130,2d3f36cb
ThinkProjects,influencer box we produce to showcase hoo raa s amaze range of products,2022-08-30 10:01:04+00:00,Argentina,0,0,1,https://twitter.com/ThinkProjects/status/1564553784558223361,Neutral Sentiment,FALSE,1224,f9b249c2
VietnamBriefing,up to 93 of items be import by to cater to its beauty conscious consumers investors in the industry can tap into domestic source of ingredients in vietnam do not pass up on some key insights backhand_index_pointing_down,2022-08-30 13:00:51+00:00,Argentina,0,0,1,https://twitter.com/VietnamBriefing/status/1564599024912572417,Neutral Sentiment,TRUE,16620,7f0237c0
atlsexyslim,how be a video game song better than what be on the radio these days lol flashback to parapet the rapper song be we have come along way review soon,2022-08-24 18:59:55+00:00,Argentina,5,4,30,https://twitter.com/atlsexyslim/status/1562515059666223104,Neutral Sentiment,TRUE,43195,547bc609
bnhanson91,i have be grow out my hair for 3 years,2022-08-30 20:25:52+00:00,Argentina,0,0,0,https://twitter.com/bnhanson91/status/1564711018831429634,Neutral Sentiment,FALSE,112,14c120f9
UgcSalome,finally get the almost black honey lipstick by decide to create a video to show you how it look on people of color what do you think,2022-08-15 10:44:25+00:00,France,4,0,4,https://twitter.com/UgcSalome/status/1559128872603586561,Neutral Sentiment,FALSE,66,6919729f
KiehlsUKI,do not miss our first ever live shop event happen tonight at 8 9 pm with lisa potter dixon and our uk head of education lab_coat set your reminders we cannot wait to see you there raising_hands,2022-08-24 11:00:03+00:00,Argentina,0,0,0,https://twitter.com/KiehlsUKI/status/1562394300855746567,Neutral Sentiment,TRUE,20066,98840a63
Beauty_ByLizzie,what a win combination for sincere the brand new formula with a dual collagen boost see result in 2 days,2022-03-25 15:29:37+00:00,Argentina,0,1,0,https://twitter.com/Beauty_ByLizzie/status/1507379181600051203,Neutral Sentiment,FALSE,15,465f1119
WandaBrendleMos,work towards peace winston salem north carolina,2022-07-02 22:13:30+00:00,Mexico,0,0,0,https://twitter.com/WandaBrendleMos/status/1543357223027499008,Neutral Sentiment,FALSE,3015,501ed482
Triniabell1,our travel across america by triniabell photography santa class georgia,2022-05-04 03:21:44+00:00,Mexico,0,0,0,https://twitter.com/Triniabell1/status/1521691518595182592,Neutral Sentiment,FALSE,1177,2f46610f
LipInk,keep calm and be glam smearproof amp waterproof cosmetics natural organic vegan kosher wax free cruelty free gluten free link in bio or visit,2022-08-30 08:51:48+00:00,Argentina,0,0,0,https://twitter.com/LipInk/status/1564536352946921478,Positive Sentiment,FALSE,281,834cf072
beautyvellltd,top up of protection 50 sport spf 50 during our fresco lunch today sun,2022-08-11 13:25:21+00:00,Argentina,0,0,1,https://twitter.com/beautyvellltd/status/1557719824263892993,Positive Sentiment,FALSE,335,b5a805e0
Nazishk87660163,divine shop beauty products for women s auto replenish hydro,2022-07-12 06:28:07+00:00,Argentina,0,1,1,https://twitter.com/Nazishk87660163/status/1546743187485720576,Neutral Sentiment,FALSE,890,49141ab3
JosephineMokog1,use moisturizers should be a part of any good sincere routine choose a motion with a lot of vitamins also use oil free motion or non comedogenic will not log pore,2022-08-30 12:22:14+00:00,Argentina,0,0,1,https://twitter.com/JosephineMokog1/status/1564589307477852162,Positive Sentiment,FALSE,33,5ecd3af2
PregnantPlate,my pregnancy routine,2022-08-06 06:53:25+00:00,Argentina,0,0,0,https://twitter.com/PregnantPlate/status/1555809252257648640,Neutral Sentiment,FALSE,16,0080a947
OrrZyare,real kings do not need crown camera_with_flash shoot by,2022-05-19 01:58:47+00:00,Mexico,1,5,13,https://twitter.com/OrrZyare/status/1527106461368729602,Neutral Sentiment,FALSE,49,a9c2277e
Emily_0li,the weather be beautiful smiling_face_with_hearts photos state of america,2022-05-06 20:59:19+00:00,Mexico,0,0,0,https://twitter.com/Emily_0li/status/1522682445052751872,Positive Sentiment,FALSE,1,4293ba5c
orileystore,we provide you with an outstanding piece of beauty care equipment call an ice roller face massage which will assist to reduce face and eye puffiness,2022-08-18 10:40:58+00:00,Argentina,0,0,0,https://twitter.com/orileystore/status/1560215167627309056,Positive Sentiment,FALSE,21,bbc8f14f
SvRouwendaal,love train in open water bikini sun_with_face thank for the best amp,2022-06-18 20:51:54+00:00,France,3,2,72,https://twitter.com/SvRouwendaal/status/1538263256288186368,Neutral Sentiment,TRUE,13795,b6a2021c
philonaisac,5 daily sincere routine spark daily sincere spark,2022-08-14 17:03:33+00:00,Argentina,1,0,0,https://twitter.com/philonaisac/status/1558861897499193344,Positive Sentiment,FALSE,60,ea072b38
KhindME,buy a hair dryer be a serious investment in you and your lock,2022-08-26 06:25:29+00:00,Argentina,0,0,0,https://twitter.com/KhindME/status/1563049979106668544,Positive Sentiment,FALSE,114,30cee289
girmom_motherly,hydrate amp remove toxins from your system organically this season with the goodness of groom alone vera buy groom alone vera available on amazon amp flipkart,2022-08-30 05:30:17+00:00,Argentina,0,0,0,https://twitter.com/girmom_motherly/status/1564485637872427009,Positive Sentiment,FALSE,7,d316e578
PureCureAndCo,what be you wait for get the natural glow of your dream with this glow supplement visit,2022-08-29 12:00:01+00:00,Argentina,0,0,0,https://twitter.com/PureCureAndCo/status/1564221331834515456,Neutral Sentiment,FALSE,50,64390cfd
FitJunkie4,celeb makeup specialist disclose secret to flawless skin,2022-08-27 03:03:52+00:00,Argentina,0,0,0,https://twitter.com/FitJunkie4/status/1563361628871356419,Neutral Sentiment,FALSE,119,f0d3661f
stungunjeni,so good i have to share check out all the items i be love on,2022-07-21 19:30:03+00:00,Argentina,0,0,0,https://twitter.com/stungunjeni/status/1550201457650982914,Positive Sentiment,FALSE,22,89641963
clenfay,self tamper start with apply a cocoshea body butter,2022-08-30 06:21:42+00:00,Argentina,0,0,1,https://twitter.com/clenfay/status/1564498576595505152,Positive Sentiment,FALSE,4,27c5a1dc
AndreaFoy2020,make your morning sincere routine a treat for your skin and enjoy beautiful skin all day long,2022-08-17 14:23:37+00:00,Argentina,1,0,1,https://twitter.com/AndreaFoy2020/status/1559908814182391809,Positive Sentiment,FALSE,864,ff392551
CannonParkShops,start your week off with a summer glow spark shop the new peach glow sincere range from,2022-06-20 13:12:09+00:00,Argentina,0,0,0,https://twitter.com/CannonParkShops/status/1538872331484921856,Positive Sentiment,FALSE,396,b3ed20d9
lipsticknrosess,sabotage the things you love the most camouflage so you can fee the lie that you be compose purple_heart dagger keep a lookout for something new i want to share eye,2022-08-30 17:04:01+00:00,Argentina,0,0,4,https://twitter.com/lipsticknrosess/status/1564660221804515331,Negative Sentiment,FALSE,190,147a8abd
cosmetic_us,custom print hair product package box with custom logo print at wholesale with free ship and design support order now link in bio read more,2022-08-23 16:00:01+00:00,Argentina,0,0,0,https://twitter.com/cosmetic_us/status/1562107399028281344,Neutral Sentiment,FALSE,0,060cccae
omi_mistry,unlock your path for healthy and good look hair we will help you to grow your hair faster we will make you look beautiful shop now,2022-08-30 07:23:56+00:00,Argentina,0,0,0,https://twitter.com/omi_mistry/status/1564514237460127745,Positive Sentiment,FALSE,29,43a03499
Ang3lXavi3r,make up and dance chromatic ball outfit for s show in atlanta purple_heart spark,2022-08-30 18:43:49+00:00,Argentina,0,0,5,https://twitter.com/Ang3lXavi3r/status/1564685337342971904,Neutral Sentiment,FALSE,388,7118c956
whatsupwoodford,lash with movie eye mouth eye full show backhand_index_pointing_right,2022-08-20 23:40:30+00:00,Argentina,0,0,0,https://twitter.com/whatsupwoodford/status/1561136122448580609,Neutral Sentiment,FALSE,117,04d7eece
1560gl,i enter giveaway to win sincere trio,2022-08-17 21:54:42+00:00,Argentina,0,0,0,https://twitter.com/1560gl/status/1560022330801356803,Neutral Sentiment,FALSE,348,7a65273b
karineross74,so good i have to share check out all the items i be love on from,2022-08-08 11:30:01+00:00,Argentina,0,0,0,https://twitter.com/karineross74/status/1556603634997006338,Positive Sentiment,FALSE,18,883787bb
CathyAvon225,summer hair repair sale just in time bring summer hair back to life grab some of the favorites at incredible price woman woman,2022-08-28 14:18:09+00:00,Argentina,0,0,1,https://twitter.com/CathyAvon225/status/1563893705349730309,Neutral Sentiment,FALSE,128,6b338506
tatagaltier,can you rate our bulaney treatment essence how many star star can you give us comment backhand_index_pointing_down_light_skin_tone,2022-07-30 04:03:24+00:00,Argentina,0,0,0,https://twitter.com/tatagaltier/status/1553229749732147201,Neutral Sentiment,FALSE,1211,f1dfa165
RELIFEIrl,relizema hydration cleanse bath oil cleanse hydrate protect and call dry and sensitive skin this gentle face and body cleaner be formulate without soap and gently remove makeup leave skin hydrate and toothed,2022-08-30 15:55:13+00:00,Argentina,0,0,0,https://twitter.com/RELIFEIrl/status/1564642907012976641,Positive Sentiment,FALSE,161,08420ebf
MaryAnn_USA_,cost effective products give you the same result as expensive ones thinking_face face_screaming_in_fear maryland cream be seed all natural globe_showing_Americas organic test_tube back by science,2022-06-24 09:06:54+00:00,Argentina,0,0,0,https://twitter.com/MaryAnn_USA_/status/1540260163898249216,Positive Sentiment,FALSE,27,7e0b1e89
natural_rem,hair scrub how to make and use it in app android ios,2022-08-29 11:24:20+00:00,Argentina,0,0,0,https://twitter.com/natural_rem/status/1564212351007604737,Positive Sentiment,FALSE,1281,9b8b5479
advertibles,whatever happen today this photo be the kind of wednesday that i wish for y o you,2022-08-30 21:04:01+00:00,Argentina,0,0,1,https://twitter.com/advertibles/status/1564720618179891200,Positive Sentiment,FALSE,34,61eabbe8
ladybosshr,i buy book after listen to her on a podcast this woman be a tenacious resilient trailblazer her and her husband build from nothing through education and build a tribe of true believers clipping_hands clipping_hands,2022-08-05 09:02:02+00:00,Argentina,0,0,2,https://twitter.com/ladybosshr/status/1555479229122371584,Positive Sentiment,FALSE,3011,8e7eb984
makeover_lounge,party makeup do by the makeover lounge backhand_index_pointing_right book your makeup with our expert only backhand_index_pointing_right now we be provide makeup at your place mobile_phone_with_arrow call 91 8968212294,2022-08-08 07:42:39+00:00,Argentina,0,0,0,https://twitter.com/makeover_lounge/status/1556546415035555842,Neutral Sentiment,FALSE,0,f15b9970
aolswitzerland,be that which you cannot fully express or hide be that which you cannot possess or renounce be that which you cannot avoid,2022-06-11 21:41:39+00:00,Spain,2,10,34,https://twitter.com/aolswitzerland/status/1535739059326308353,Positive Sentiment,FALSE,209,3fc274e7
Dreamc1969,there be something different about this range ask me what it be face_with_tongue face_with_tongue,2022-08-07 07:57:00+00:00,Argentina,0,0,0,https://twitter.com/Dreamc1969/status/1556187638364680192,Positive Sentiment,FALSE,1,051d823c
GlamupG,here be a tutorial visit now to get a free guide,2022-08-26 03:12:49+00:00,Argentina,0,0,0,https://twitter.com/GlamupG/status/1563001491023007746,Neutral Sentiment,FALSE,10,0e54904b
hyojong_k,try this perfume founcushion 5g by and see that glow cover philippines,2022-06-19 04:44:29+00:00,Israel,0,0,0,https://twitter.com/hyojong_k/status/1538382186788925440,Neutral Sentiment,FALSE,382,064c12e2
imanimorris33,greensboro nc round_pushpin makeup artist tap in link in bio to book,2022-08-03 21:56:13+00:00,Mexico,0,1,4,https://twitter.com/imanimorris33/status/1554949282733645824,Neutral Sentiment,FALSE,1910,e24f4b86
OdunolaOgundar1,you just need to have an healthy skin because it be part of a good hygiene,2022-07-21 05:00:00+00:00,Argentina,0,0,0,https://twitter.com/OdunolaOgundar1/status/1549982500981821440,Positive Sentiment,FALSE,21,58aab5f0
ifapk,as a student of ifa you have countless resources to help you succeed in your makeup course as we stress on hand on approach to learn,2022-08-15 07:26:29+00:00,Argentina,0,1,3,https://twitter.com/ifapk/status/1559079063209254913,Neutral Sentiment,FALSE,567,68e4ee79
eyllekskincare,dry skin on the elbow occur from a lack of moisture it can also develop from a decrease in sweat and oil glands as people age they tend to lose more sweat and oil glands which result in dryer skin around the body,2022-07-31 22:29:56+00:00,Argentina,0,0,0,https://twitter.com/eyllekskincare/status/1553870606227087360,Negative Sentiment,FALSE,14,de92981a
skinskapharma,calm motion have be formulate with a perfect mechanism to discard your skin worry product be live now,2022-07-27 10:47:49+00:00,Argentina,0,0,6,https://twitter.com/skinskapharma/status/1552244359604899841,Neutral Sentiment,FALSE,151,a855a3c2
SallyGirl,hello makeup bearers i need help if i be put on a face it be usually just lip cheek nascar what if i want to introduce eyeliner do i have to do a full eye look or can i just wear the liner amp nascar what if the liner be a color or metallic,2022-08-29 18:00:03+00:00,Argentina,1,0,1,https://twitter.com/SallyGirl/status/1564311934719012864,Neutral Sentiment,FALSE,751,6091c370
inkwellspoken,make up your mind once you make up your mind it form the foundation for all that you face,2022-06-11 11:22:57+00:00,Mexico,0,0,0,https://twitter.com/inkwellspoken/status/1535583359090434049,Neutral Sentiment,FALSE,947,d7c2af21
drpatelplastics,excite to take part in northside hospital forth s 2022 kickoff luncheon,2022-05-18 16:50:02+00:00,Mexico,0,3,3,https://twitter.com/drpatelplastics/status/1526968366723899392,Neutral Sentiment,FALSE,566,aa7a78be
eobathnbody,daily hydration facial cream gel for all skin type oil net wt 1 fl oz via,2022-08-29 03:36:44+00:00,Argentina,0,0,0,https://twitter.com/eobathnbody/status/1564094672984760321,Neutral Sentiment,FALSE,965,8c8ae2d5
makeupbyyakira,you know when you take a picture and you fall in love with it and it be you be new everything well this be mine,2022-07-28 01:40:04+00:00,Argentina,0,0,1,https://twitter.com/makeupbyyakira/status/1552468903242121216,Neutral Sentiment,FALSE,1,2b2dc7e4
bodymerry,sally be have a stellar day thank to her suite of body merry products can we make your day merry too start with our glycol exfoliate cleaner and watch your skin glow like never before,2022-08-14 14:55:37+00:00,Argentina,1,0,1,https://twitter.com/bodymerry/status/1558829701816360960,Neutral Sentiment,FALSE,559,1e0fb705
touch_nique,sincere routines and moisturize be important components of achieve healthy skin,2022-08-21 19:43:48+00:00,Argentina,0,0,0,https://twitter.com/touch_nique/status/1561438942628552705,Positive Sentiment,FALSE,78,23215615
TheTimeDilation,keep up with the episodes here,2022-08-29 22:03:32+00:00,Argentina,0,0,0,https://twitter.com/TheTimeDilation/status/1564373209960648704,Neutral Sentiment,FALSE,1,e517a1fe
makeupbywiwin,makeup tutorial blue in nod,2022-08-23 11:18:59+00:00,Argentina,0,0,0,https://twitter.com/makeupbywiwin/status/1562036675152203779,Neutral Sentiment,FALSE,552,938a5f2b
kiarawavi,birthday be come up and we be get light as the fuck grinding_quitting_face hundred_points,2022-06-19 07:51:53+00:00,Mexico,0,1,3,https://twitter.com/kiarawavi/status/1538429346746081281,Neutral Sentiment,FALSE,54,211f6c90
Sourcinglab1,get to know more about our type to know more about each of them please read our blog about their main strong and weak point,2022-08-20 15:58:01+00:00,Argentina,0,0,0,https://twitter.com/Sourcinglab1/status/1561019735260774406,Neutral Sentiment,FALSE,37,0c493cb0
deathbyhibachi,cosmetics icon die in 1938,2022-08-30 19:47:56+00:00,Argentina,1,4,28,https://twitter.com/deathbyhibachi/status/1564701471286902785,Neutral Sentiment,FALSE,89353,e1e16fa9
NaturallyFlirt,eyeshadow watch from our python ballet snake,2022-02-23 21:36:08+00:00,Mexico,0,3,3,https://twitter.com/NaturallyFlirt/status/1496599782894284811,Neutral Sentiment,FALSE,2,a73c58cb
Eazicolor2,fade hair color and damage hair problem those be the old days visit because this problem solver be wait for you,2022-08-27 09:23:03+00:00,Argentina,0,0,1,https://twitter.com/Eazicolor2/status/1563457052135276544,Neutral Sentiment,FALSE,35,b463943c
FelicheetaArt,it be all about share the good stuff today be all about little things that make a huge impact on your makeup,2022-02-22 00:35:14+00:00,Argentina,0,0,0,https://twitter.com/FelicheetaArt/status/1495920079409717250,Positive Sentiment,FALSE,30,d22c57ea
AlexandraGrand9,i will do any adobe project raised_back_of_hand backhand_index_pointing_right backhand_index_pointing_right,2022-08-22 16:28:57+00:00,Argentina,0,0,8,https://twitter.com/AlexandraGrand9/status/1561752294471106561,Neutral Sentiment,FALSE,133,bf82fbdc
NarwadeGeeta,be products design to cleanse and change the of external part of our body get more detail,2022-08-30 10:42:37+00:00,Argentina,0,0,0,https://twitter.com/NarwadeGeeta/status/1564564238642737152,Neutral Sentiment,FALSE,10,68186867
cleoclinichyd,morning skin care routine cleanse serum application moisturize and onscreen use appropriate products that suit your skin which be suggest by a skin expert,2022-07-29 15:45:01+00:00,Argentina,0,0,0,https://twitter.com/cleoclinichyd/status/1553043929062182913,Positive Sentiment,FALSE,41,e1ce1dc4
shopmistuffs,check this out intelligent neck massage shop now all best sellers trend and popular items on,2022-08-30 18:20:17+00:00,Argentina,0,0,0,https://twitter.com/shopmistuffs/status/1564679414188838912,Neutral Sentiment,FALSE,4,0beebf9f
theswinkagency,just wrap up a successful w kiss_mark stay tune backhand_index_pointing_down_medium_skin_tone light_bulb,2022-08-16 01:25:53+00:00,Mexico,0,1,1,https://twitter.com/theswinkagency/status/1559350702996086794,Neutral Sentiment,FALSE,113,62bf5165
LovingLaurelOFC,dense as a drag queen woman_dancing watch here transformation here right_arrow_curving_down link,2022-08-14 05:24:15+00:00,Argentina,0,0,2,https://twitter.com/LovingLaurelOFC/status/1558685915014643712,Neutral Sentiment,FALSE,960,2b897229
elegantcosmed,face skin issue everyone deserve a good skin amp revert be the solution for all your problems with 0 artificial chemicals,2022-08-15 02:50:32+00:00,Argentina,0,1,1,https://twitter.com/elegantcosmed/status/1559009615597432833,Positive Sentiment,FALSE,209,97de2640
RoldaUSA,the hard work and perseverance between roda cross_mark bring you the limit edition roda style powder megaphone backhand_index_pointing_left_medium light_skin_tone,2022-08-23 02:46:41+00:00,Argentina,0,0,0,https://twitter.com/RoldaUSA/status/1561907753089638401,Neutral Sentiment,FALSE,78,ce2ff9bf
myconabu,sale hair dryer check store for more items limit stock available buy yours today,2022-08-29 09:55:44+00:00,Argentina,0,0,5,https://twitter.com/myconabu/status/1564190052493795329,Neutral Sentiment,FALSE,7,5e4dca54
DerlynRobinson,emerald charm bracelet,2022-08-19 10:15:03+00:00,Argentina,0,0,1,https://twitter.com/DerlynRobinson/status/1560571036495536128,Neutral Sentiment,FALSE,0,7174c2de
ccspatingz,time to refine your face for just 5 min a day with light on sale now link in bio winning_face,2022-06-28 16:08:51+00:00,Argentina,0,0,0,https://twitter.com/ccspatingz/status/1541815902051647488,Positive Sentiment,FALSE,0,65ecbb2f
IbcHealth,health benefit of banana digestion glow skin health tip ibc health watch now gt,2022-08-30 09:00:29+00:00,Argentina,0,0,0,https://twitter.com/IbcHealth/status/1564538538582212608,Positive Sentiment,FALSE,179,fb1b2259
PatSnap,what trend be drive mass growth and adoption of products in this video we explore 3 trend disrupt the cosmetics industry,2022-06-07 15:00:42+00:00,Argentina,0,0,0,https://twitter.com/PatSnap/status/1534188605647765504,Neutral Sentiment,FALSE,1693,73535ffc
PrestigeIntouch,get yourself an amaze sincere routine that fit your skin type it be one of if not the best way to keep your skin well maintain what be some of your best sincere tip thinking_face,2022-08-30 19:10:11+00:00,Argentina,0,0,0,https://twitter.com/PrestigeIntouch/status/1564691974195761155,Positive Sentiment,FALSE,162,91679173
chloebelleco,clear lipglosses be a necessity white_heart cherry_blossom click the link in our bio to shop our affordable products shopping_bags,2022-08-30 15:01:04+00:00,Argentina,0,1,0,https://twitter.com/chloebelleco/status/1564629279006408714,Positive Sentiment,FALSE,61,d83289bd
moby_pay,mobyfam have we get news for you be with mobyfam now hairworld be premier professional beauty supply company check them out for the best beauty supply just mob it smiling_face_with_sunglasses,2022-08-24 02:04:00+00:00,Argentina,0,0,0,https://twitter.com/moby_pay/status/1562259399120650245,Neutral Sentiment,FALSE,3,e12367b1
DrMiamiDerm,before the month be over we must recognize that it be psoriasis awareness month share this post to help us spread awareness for psoriasis,2022-08-29 16:57:26+00:00,Argentina,0,0,1,https://twitter.com/DrMiamiDerm/status/1564296177889288192,Neutral Sentiment,FALSE,187,1ae62e07
Weightlossshop3,dermal phoenix advance anti age skin care serum youthful beauty without expensive procedures,2022-05-09 16:47:23+00:00,Argentina,0,1,1,https://twitter.com/Weightlossshop3/status/1523706205830811648,Neutral Sentiment,FALSE,710,52a47c19
phdreamstudio,my sincere routine now up on my yt channel smiling_face_with_heart eye watch here,2022-08-30 15:53:06+00:00,Argentina,0,0,0,https://twitter.com/phdreamstudio/status/1564642375346974721,Neutral Sentiment,FALSE,68,582dd4c6
Blumencompany,thank you for this for web well namensnennung lumen company,2022-01-14 12:03:59+00:00,France,0,0,0,https://twitter.com/Blumencompany/status/1481960284541620227,Neutral Sentiment,FALSE,83,157c22bf
Stewart79J,sometimes all it take be add that one extra something to your sincere regime that will make an entire world of difference spark be a tower part of your sincere routine thinking_face,2022-08-30 18:35:19+00:00,Argentina,0,0,0,https://twitter.com/Stewart79J/status/1564683196700172292,Positive Sentiment,FALSE,9,75510ed0
CassieJFox,venus and jupiter align this week in spectacular morning sky show,2022-04-26 15:28:17+00:00,Canada,0,0,0,https://twitter.com/CassieJFox/status/1518975256987410432,Neutral Sentiment,FALSE,6271,d58fd028
DeseredeD,up your look with a new cut scissor 2022,2022-08-27 18:00:42+00:00,Argentina,0,0,0,https://twitter.com/DeseredeD/status/1563587323203268608,Neutral Sentiment,FALSE,7,7daec4f0
EBCosmetics,just a touch of sun protection help our retinal ultra skin care crime day defense protect your skin all day long join our club ship plan and save with every shipment shop now at,2022-08-16 11:45:37+00:00,Argentina,0,0,0,https://twitter.com/EBCosmetics/status/1559506662074904576,Positive Sentiment,FALSE,66,b645ac04
CIDESCO1,cisco world congress online make up competition be on the 17th of september still time to register,2022-08-30 10:13:09+00:00,Argentina,0,2,2,https://twitter.com/CIDESCO1/status/1564556823360847872,Neutral Sentiment,FALSE,1695,744dcc41
vampirezombies2,what it be just a little slapstick only a few days leave on our kickstarter campaign click the link below to check out our sweet park,2022-08-01 23:12:33+00:00,Argentina,0,0,0,https://twitter.com/vampirezombies2/status/1554243719490023425,Neutral Sentiment,FALSE,72,e6bf6a55
OrganicLiveFood,dirty dozen chemicals in and products 99 of tissue have alarm level of parade but derivatives of,2022-08-30 16:11:04+00:00,Argentina,2,9,28,https://twitter.com/OrganicLiveFood/status/1564646894642642946,Negative Sentiment,FALSE,250404,47afd618
